"species","species_name","image","file","area","perimeter","circularity","compactness","form_factor","eccentricity","major_axis","minor_axis","aspect_ratio_raw","aspect_ratio_blade","petiole_removed_frac","rectangularity","solidity","equiv_diameter","asymmetry_index","left_frac","right_frac","hu1","hu2","hu3","hu4","hu5","hu6","hu7","R_mean","R_sd","R_median","R_q25","R_q75","G_mean","G_sd","G_median","G_q25","G_q75","B_mean","B_sd","B_median","B_q25","B_q75","H_mean","H_sd","H_median","H_q25","H_q75","S_mean","S_sd","S_median","S_q25","S_q75","V_mean","V_sd","V_median","V_q25","V_q75","L_mean","L_sd","L_median","L_q25","L_q75","a_mean","a_sd","a_median","a_q25","a_q75","b_mean","b_sd","b_median","b_q25","b_q75","ExG_mean","ExG_sd","green_frac_mean","prop_greener","prop_yellower","prop_darker","hue_cv","value_cv","green_center","green_edge","green_tip","green_base","green_tip_minus_base","vein_density","vein_length","vein_len_per_area","vein_response_mean","vein_response_sd"
1,"Ulmus carpinifolia",1,"l1nr001.tif",75316,1507.39105243401,30.169257328564,0.416529000946319,0.416529000946319,0.820527721525308,455.436728560284,244.787061648972,1.86054248738598,1.80532097815078,0.00736895214828193,0.675570592163002,0.935817548132179,309.66967812699,0.000106219130065325,0.499946890434967,0.500053109565033,-0.729145080597331,-2.04748501489576,-4.18134204342228,-5.06732535811351,-9.70424810772016,-6.11091256257431,-10.3163038725117,83.8378033883883,23.8392636356145,83,71,96,84.4225928089689,23.4646191489114,84,72,96,17.4477269106181,27.2136050304992,3,0,29,0.167099433198583,0.0182991928868517,0.168859649122807,0.162921348314607,0.173708920187793,0.839680966454714,0.213817441508539,0.963855421686747,0.701030927835052,1,0.335639381887973,0.0932375042753241,0.333333333333333,0.286274509803922,0.380392156862745,34.4913097102133,9.7733776967688,34.3829771511277,29.351076375563,39.4804010121625,-8.83434357186457,2.69774611547348,-9.07120261397451,-10.4626916860544,-7.586499574092,35.2907654975102,7.63161139631854,37.1496505953919,31.8538770954647,40.1085656885439,67.5596553189221,17.9356677018133,0.467050848392186,0.533259865101705,0.997450740878432,0.319161931063785,0.109510801006691,0.277790715359658,0.475526435961947,0.45860008951557,0.460341315154433,0.463989875770085,-0.00364856061565222,0.133548279965682,7310,0.10115406968699,0.0700513370056772,0.0367735677899711
1,"Ulmus carpinifolia",2,"l1nr002.tif",72847,1431.43268299436,28.1274386857993,0.44676554999313,0.44676554999313,0.819827942623897,458.386943887654,241.342904425023,1.89931808842575,1.83418608639774,0.00631460458220656,0.658483500067503,0.94993251745744,304.551606653655,0.00393976416324626,0.498030117918377,0.501969882081623,-0.729114681357428,-2.04965755895288,-4.27490560963679,-5.22938575725311,-10.0124924812602,-6.29371827961374,-10.4197974402783,87.6177193295547,20.9188459166974,85,74,99,86.6934808571392,21.5256148645685,85,73,98,32.3602481914165,29.3870414854711,28,6,52,0.163533473515326,0.0177398080602429,0.163978494623656,0.156410256410256,0.171497584541063,0.681371712950393,0.240840010697191,0.677083333333333,0.474226804123711,0.925,0.348143961141226,0.0833003857871871,0.341176470588235,0.294117647058824,0.392156862745098,35.7411166377885,8.85050207195046,35.1370910068521,30.0399220781176,40.7305673708132,-7.20859744748094,2.7504652642007,-7.29738060852989,-8.91112641692604,-5.64565444525042,30.0632532808116,7.03742432343802,31.2982828217247,25.2631994830843,35.2443906603206,53.4089941933106,15.8151690843987,0.431351292162418,0.355251417354181,0.998133073427869,0.283388471728417,0.108478145607921,0.239269942453852,0.436891275319947,0.424355066403254,0.423196815223796,0.434074058403511,-0.0108772431797148,0.136015325670498,7073,0.101117973351633,0.0664578397157766,0.0348489987375811
1,"Ulmus carpinifolia",3,"l1nr003.tif",78003,1500.82965261403,28.8769617343633,0.435169417404647,0.435169417404647,0.797521722620678,452.661219794789,261.110962468295,1.73359714780169,1.70677907100529,0.00637154981218668,0.659952853512542,0.952946997416147,315.145211304213,0.000884581362255298,0.499557709318872,0.500442290681128,-0.739967282752417,-2.14256717785038,-4.23791657656025,-5.23906778045604,-10.0097226377007,-6.35422201171315,10.40814389596,88.4598797482151,22.4580287932039,88,75,100,89.0283450636517,22.7189376638618,88,75,100,26.6057459328479,31.2073151992268,16,0,46,0.168006477328128,0.0166776519404712,0.166666666666667,0.161375661375661,0.174242424242424,0.755475920366554,0.244003145869062,0.823008849557522,0.543478260869565,1,0.353827014697525,0.0887773982813119,0.349019607843137,0.298039215686275,0.4,36.4737191048857,9.35435224065375,36.3178433480414,30.825279332324,41.4303182548606,-8.57410021489638,2.52751658080115,-8.58873032683064,-10.1898182107144,-7.02830889233419,33.4073260063308,7.26306945340699,35.0553367963427,28.9220169871058,38.7359774275133,62.9910644462407,16.7723567400529,0.451144004531278,0.485904388292758,0.998679537966488,0.250503185774906,0.0992679098236833,0.250906217848568,0.457577224860765,0.445455341563555,0.439458232704731,0.452129122509072,-0.0126708898043409,0.132734038438454,7397,0.0986569214559131,0.0663152007735079,0.035327249809939
1,"Ulmus carpinifolia",4,"l1nr004.tif",70541,1431.4743135547,29.0486200984803,0.432597850491927,0.432597850491927,0.817349799097111,438.599603514937,241.337873486757,1.81736748226965,1.76735825781375,0.00657773493429348,0.666419805593793,0.944342925226075,299.692493608304,0.00236741753023065,0.501183708765115,0.498816291234885,-0.729157489068745,-2.0576520078229,-4.16215183510229,-4.97072747332428,-9.56153418205294,-6.02344570525382,-10.0242123764686,86.588367048951,21.5930826739703,86,73,98,86.2876908464573,22.6108502103539,86,73,98,26.2540366595301,28.916620371302,18,1,45,0.165372652160846,0.0158443495702506,0.166666666666667,0.159090909090909,0.172413793103448,0.749178742309552,0.238256192539142,0.8,0.54,0.990291262135922,0.345108323875616,0.0868512809838038,0.341176470588235,0.290196078431373,0.392156862745098,35.4316275044733,9.29155713958223,35.3428690918231,29.870530530332,40.5432639233028,-7.93314025941406,2.90004432062328,-7.96748530151675,-9.6471735461853,-6.35272958606478,32.5027791925385,7.23110649930181,34.0122427620244,27.9114147600828,37.5479660843824,59.7329779844347,17.1854254675801,0.446137951036118,0.406260189109879,0.999036021604457,0.286953686508555,0.0958099738222133,0.251663824728386,0.449341700198402,0.447479950095264,0.430746030455101,0.447590296413608,-0.0168442659585073,0.141824577999823,7284,0.107665474325243,0.0697543164862643,0.0352589547259075
1,"Ulmus carpinifolia",5,"l1nr005.tif",73890,1452.01846943198,28.533734410226,0.44040399457337,0.44040399457337,0.764935924068082,428.049228668487,251.447797677444,1.70233834864438,1.68275132528178,0.00692921910948707,0.686505643222906,0.948140354028859,306.724094196203,0.000730816077953715,0.500365408038977,0.499634591961023,-0.754497624963283,-2.27592995811475,-5.66291800817287,-7.56767283264499,14.9587133209423,8.71556494134351,14.1891546226455,93.8428204087153,19.1555426601112,92,83,103,95.429300311274,19.5298434855323,94,85,104,25.6239003924773,26.3461206175173,21,3,41,0.170271923469801,0.0140415110618158,0.171111111111111,0.164502164502165,0.176470588235294,0.765896153711365,0.200511307746566,0.783018867924528,0.60952380952381,0.965116279069767,0.37773176343213,0.0760596217604941,0.368627450980392,0.333333333333333,0.411764705882353,39.0001750166817,7.90077960614334,38.3662860733124,34.6477552628484,42.7952479606681,-9.83752527684878,2.46639345908631,-10.0028666968355,-11.4205713190535,-8.52002132590843,36.7330117423172,6.00590924947484,37.7866169438538,33.6072576055629,40.5414549860671,71.3918798213559,14.9964057678218,0.453734736764688,0.636716741101638,0.998917309514143,0.110678034916768,0.0824652161860435,0.201358818406071,0.457805820040779,0.446623432592522,0.447417116393024,0.457502863872427,-0.0100857474794033,0.133673411870808,7153,0.10079758750916,0.0592783826737512,0.0298445236351681
1,"Ulmus carpinifolia",6,"l1nr006.tif",77244,1468.704760933,27.9257117030094,0.449992850603158,0.449992850603158,0.687603368272268,414.478601832445,280.434772270704,1.47798576644536,1.471283920551,0.00669307648490503,0.664554768006052,0.949836148222838,313.608219588586,0.00926932836207343,0.504634664181037,0.495365335818963,-0.773198851462088,-2.56483846643865,-6.06560570819861,-6.2671188251075,-12.4375582705222,-7.56009014467838,-13.2987137726036,75.72636062348,22.9488435256367,73,63,85,79.135427994406,23.3308553254918,76,65,89,4.94254569934268,21.4091718802965,0,0,0,0.17428936245879,0.016073696310553,0.174242424242424,0.168859649122807,0.17986798679868,0.965595149413349,0.132824863502758,1,1,1,0.312321078812137,0.0919109036802315,0.298039215686275,0.258823529411765,0.349019607843137,31.9507488150416,9.56199361549664,30.6603227288961,26.4139086528015,36.0414707893624,-10.5035132554183,3.0415077031258,-10.508601768775,-12.3174674085124,-8.89002612059536,37.7352238493048,7.47862721828685,38.3993838556325,34.5785385595527,42.2402130091508,77.6019496659975,19.4507408584689,0.504496951871572,0.782481487235255,0.998368805344104,0.519147118222775,0.0922241953930458,0.294283382138396,0.509316801795357,0.503535327995528,0.501146211211734,0.497927336734998,0.0032188744767363,0.121459834354589,6881,0.092667160460575,0.0524962923809882,0.0302452041895438
1,"Ulmus carpinifolia",7,"l1nr007.tif",71798,1446.31998462215,29.1350942633139,0.431313882178936,0.431313882178936,0.795210147980958,437.206167624696,252.068912604437,1.73447079652693,1.71581996789767,0.00653221538204407,0.651488537456645,0.940712498198446,302.350877016911,0.00281344884258614,0.501406724421293,0.498593275578707,-0.740347539585117,-2.15071153445398,-4.41524045641783,-5.30959246398034,-10.1763643896203,-6.38761748814666,-11.023042888657,90.6918994958056,19.9368459514892,88,79,99,91.3995375915771,20.8190791162368,88,80,100,22.2609404161695,26.0265095246109,15,2,36,0.167934976020286,0.0133492022917073,0.16869918699187,0.162100456621005,0.174242424242424,0.793280239485002,0.196850265706186,0.837837837837838,0.642105263157895,0.979591836734694,0.363237274073394,0.0809377405685449,0.349019607843137,0.317647058823529,0.396078431372549,37.4121717773801,8.3842254935546,36.3356829844936,32.6234844922468,41.1524440491207,-9.25480550648856,2.61399105940433,-9.22380048612762,-10.8714909142532,-7.71097910238208,36.5455301129788,5.9934660344204,37.4914415980713,33.6800727944852,40.1495409982204,69.846235271176,15.2904005362069,0.456695239323649,0.510961308114432,0.998718627259812,0.165352795342489,0.0794903035005911,0.222823333734653,0.45774601817575,0.452029477849416,0.447679791747174,0.467485377134807,-0.0198055853876329,0.127709933640205,6769,0.0982909085628821,0.05459250222093,0.0281188494218658
1,"Ulmus carpinifolia",8,"l1nr008.tif",63361,1370.80526599639,29.6571562520072,0.423721361130458,0.423721361130458,0.772074772889572,403.731889687422,237.792413811762,1.69783334638682,1.67149828407852,0.00830163665346195,0.659980301067354,0.941624931266626,284.031214471165,0.00629724909644734,0.503148624548224,0.496851375451776,-0.750172263518919,-2.24437976291292,-4.91615787045447,-6.23684136994493,-11.8237681869051,-7.3592734702789,12.4778270997256,86.8953614999755,21.9847722805508,84,74,97,89.0371679739897,22.0842886690952,86,76,99,12.081232935085,24.9782452360087,0,0,13,0.171244487034207,0.0116856802595534,0.171171171171171,0.166666666666667,0.176356589147287,0.90025105355725,0.175391470856539,1,0.865168539325843,1,0.351857439366271,0.0874576061530509,0.341176470588235,0.298039215686275,0.388235294117647,36.2217466079893,8.9783203927992,35.1379098499114,30.8097331813764,40.273267758553,-10.325328406824,2.58210252250395,-10.2811992511844,-11.7950528898949,-8.92257622608114,39.2813606354813,6.07799512773096,40.079687315494,36.895338392862,42.7059270126669,79.0977415129186,15.8974656549055,0.485049830284966,0.685169110336011,0.999210871040545,0.258139865216774,0.0682397453704856,0.248559774839522,0.492153735566319,0.479367236051733,0.478597799299725,0.480640226585757,-0.00204242728603171,0.137759733293723,6196,0.102259411463749,0.0597861274245386,0.0323320872742431
1,"Ulmus carpinifolia",9,"l1nr009.tif",87451,1550.93015767742,27.505509988374,0.45686739201239,0.45686739201239,0.7757282827514,467.83275694822,279.012534064981,1.67674458968665,1.63915640973646,0.00571748750728984,0.669962414862083,0.951650815069537,333.68558768193,0.00508856388148792,0.502544281940744,0.497455718059256,-0.749567978897647,-2.23146439622926,-4.26784045400863,-5.35085315697101,-10.1653435961017,-6.46841690055525,-10.9755088464707,83.3601674080338,22.2403474947114,81,70,96,79.6412733988171,23.8500349436422,78,65,93,19.4236429543418,27.9761678524009,4,0,35,0.155918874675778,0.0184838407341237,0.157051282051282,0.150234741784038,0.163978494623656,0.817401608688436,0.230999193962554,0.956043956043956,0.639175257731959,1,0.328647011514122,0.0887173308790235,0.317647058823529,0.274509803921569,0.376470588235294,32.95452607423,9.79423217391203,32.2145883401463,26.9941907706185,38.6019972598296,-6.05136227994292,3.15119856228671,-6.1437082169471,-7.88135852342951,-4.43775515534264,32.9722631376693,7.41720039935884,34.7056649470499,28.9845142735677,37.89465132275,56.4987364352599,17.6725739426499,0.447205547822962,0.14185086505586,0.997301345896559,0.3957644852546,0.118547806697629,0.269947169762303,0.453584431701672,0.435900092956973,0.447664944792311,0.447211349013178,0.000453595779132843,0.142409867172676,9041,0.107222485768501,0.0774055345686145,0.0387507967312735
1,"Ulmus carpinifolia",10,"l1nr010.tif",77175,1455.27330342792,27.4417931670881,0.457928187777119,0.457928187777119,0.744629773384779,438.64902958752,268.976640676503,1.63080715293445,1.60788392683971,0.0057661159701976,0.654101130865654,0.951702706202253,313.468119375697,0.00688046647230321,0.503440233236152,0.496559766763848,-0.759271673990961,-2.35083387534125,-4.87531334167698,-6.5953760074903,-12.3641905063483,-7.82293575847506,12.7532911265598,91.9831940395208,19.5627744260225,91,81,102,90.8740395205707,20.7782729820224,90,79,101,26.3794363459702,27.0302038878887,21,3,43,0.163663321670758,0.0152487926774998,0.164021164021164,0.156462585034014,0.171052631578947,0.753278949891219,0.211964843165255,0.774193548387097,0.578947368421053,0.965909090909091,0.365559353900291,0.0789316510647374,0.36078431372549,0.32156862745098,0.403921568627451,37.4050059761609,8.40923059157805,37.0064453299988,32.7992571800906,41.6992462904312,-8.0207614789431,2.80961096988043,-8.02841698667359,-9.78646022570365,-6.33118398248539,34.7457677305627,6.43052598571645,35.9167112088268,31.0146035770715,39.0203901073794,63.3854486556533,15.7501899155347,0.443995173122531,0.349063816002592,0.998950437317784,0.161464204729511,0.0931717163544082,0.215920205588137,0.448870425918111,0.436429197010708,0.446115014346401,0.442047436068319,0.00406757827808235,0.136806940029096,7434,0.100140093755051,0.0630514349378282,0.0314909877143994
